"Age";"Sex";"Cabin";"Life Boat";"Passenger Class";"Port of Embarkation";"PassengerID";"No of Siblings or Spouses on Board";"No of Parents or Children on Board";"Passenger Fare";"Survived"
"range7 [4.957 - 5.755]";"F";"unknown";"10";"Second";"Southampton";594;1;2;27.75;"Yes"
"range42 [32.898 - 33.697]";"F";"unknown";"10";"Second";"Southampton";596;1;2;27.75;"Yes"
"range33 [25.713 - 26.512]";"F";"unknown";"9";"Second";"Southampton";601;0;0;13.5;"Yes"
"range44 [34.495 - 35.293]";"F";"unknown";"0";"Third";"Southampton";606;1;1;20.25;"Yes"
"range20 [15.335 - 16.133]";"F";"unknown";"16";"Third";"Southampton";607;0;0;7.65;"Yes"
"range23 [17.730 - 18.528]";"F";"unknown";"0";"Third";"Cherbourg";610;0;0;7.2292;"Yes"
"range23 [17.730 - 18.528]";"F";"unknown";"13";"Third";"Southampton";615;0;1;9.35;"Yes"
"range24 [18.528 - 19.327]";"F";"unknown";"16";"Third";"Southampton";624;1;0;7.8542;"Yes"
"range22 [16.932 - 17.730]";"F";"unknown";"0";"Third";"Southampton";628;4;2;7.925;"Yes"
"range7 [4.957 - 5.755]";"F";"unknown";"15";"Third";"Southampton";646;4;2;31.3875;"Yes"
"range48 [37.688 - 38.487]";"F";"unknown";"15";"Third";"Southampton";649;1;5;31.3875;"Yes"
"range57 [44.873 - 45.672]";"F";"unknown";"0";"Third";"Cherbourg";650;0;0;7.225;"Yes"
"range17 [12.940 - 13.738]";"F";"unknown";"0";"Third";"Cherbourg";656;0;0;7.2292;"Yes"
"range42 [32.898 - 33.697]";"F";"unknown";"0";"Third";"Southampton";659;3;0;15.85;"Yes"
"range1 [-? - 0.965]";"F";"unknown";"0";"Third";"Cherbourg";660;2;1;19.2583;"Yes"
"range1 [-? - 0.965]";"F";"unknown";"0";"Third";"Cherbourg";661;2;1;19.2583;"Yes"
"range7 [4.957 - 5.755]";"F";"unknown";"0";"Third";"Cherbourg";662;2;1;19.2583;"Yes"
"range30 [23.318 - 24.117]";"F";"unknown";"0";"Third";"Cherbourg";663;0;3;19.2583;"Yes"
"range23 [17.730 - 18.528]";"F";"unknown";"0";"Third";"Southampton";664;0;0;8.05;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"13";"Third";"Queenstown";689;0;0;7.725;"Yes"
"range20 [15.335 - 16.133]";"F";"unknown";"16";"Third";"Queenstown";712;0;0;7.75;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"13";"Third";"Queenstown";728;0;0;7.75;"Yes"
"range45 [35.293 - 36.092]";"F";"unknown";"2";"Third";"Southampton";738;0;2;15.9;"Yes"
"range22 [16.932 - 17.730]";"F";"unknown";"12";"Third";"Southampton";741;0;1;16.1;"Yes"
"range38 [29.705 - 30.503]";"F";"unknown";"15";"Third";"Queenstown";748;0;0;6.95;"Yes"
"range45 [35.293 - 36.092]";"F";"unknown";"13";"Third";"Southampton";762;1;0;17.4;"Yes"
"range1 [-? - 0.965]";"F";"unknown";"10";"Third";"Southampton";766;1;2;20.575;"Yes"
"range42 [32.898 - 33.697]";"F";"unknown";"10";"Third";"Southampton";768;1;2;20.575;"Yes"
"range24 [18.528 - 19.327]";"F";"unknown";"0";"Third";"Queenstown";774;0;0;7.8792;"Yes"
"range38 [29.705 - 30.503]";"F";"unknown";"13";"Third";"Southampton";781;0;0;12.475;"Yes"
"range29 [22.520 - 23.318]";"F";"unknown";"0";"Third";"Southampton";783;0;0;8.05;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"16";"Third";"Southampton";788;1;0;13.9;"Yes"
"range7 [4.957 - 5.755]";"F";"unknown";"13";"Third";"Southampton";797;0;0;12.475;"Yes"
"range20 [15.335 - 16.133]";"F";"unknown";"16";"Third";"Queenstown";821;0;0;7.7333;"Yes"
"range39 [30.503 - 31.302]";"F";"unknown";"0 0";"Third";"Southampton";826;1;1;20.525;"Yes"
"range30 [23.318 - 24.117]";"F";"unknown";"15";"Third";"Southampton";848;1;0;15.85;"Yes"
"range57 [44.873 - 45.672]";"F";"unknown";"11";"Third";"Southampton";854;1;0;14.1083;"Yes"
"range33 [25.713 - 26.512]";"F";"unknown";"0";"Third";"Southampton";863;0;0;7.925;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"0";"Third";"Southampton";865;0;0;8.9625;"Yes"
"range3 [1.763 - 2.562]";"F";"unknown";"15";"Third";"Southampton";869;0;1;12.2875;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"15";"Third";"Southampton";870;1;1;12.2875;"Yes"
"range34 [26.512 - 27.310]";"F";"unknown";"0";"Third";"Southampton";873;0;0;7.925;"Yes"
"range2 [0.965 - 1.763]";"F";"unknown";"15";"Third";"Southampton";898;1;1;11.1333;"Yes"
"range34 [26.512 - 27.310]";"F";"unknown";"15";"Third";"Southampton";902;0;2;11.1333;"Yes"
"range5 [3.360 - 4.158]";"F";"unknown";"15";"Third";"Cherbourg";919;0;1;13.4167;"Yes"
"range5 [3.360 - 4.158]";"F";"unknown";"2";"Third";"Southampton";937;0;2;22.025;"Yes"
"range33 [25.713 - 26.512]";"F";"unknown";"2";"Third";"Southampton";939;1;1;22.025;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"13";"Third";"Southampton";950;0;0;7.25;"Yes"
"range29 [22.520 - 23.318]";"F";"unknown";"10";"Third";"Southampton";983;0;0;7.8542;"Yes"
"range19 [14.537 - 15.335]";"F";"unknown";"0";"Third";"Queenstown";1010;0;0;8.0292;"Yes"
"range34 [26.512 - 27.310]";"F";"E121";"14";"Third";"Southampton";1029;0;1;12.475;"Yes"
"range30 [23.318 - 24.117]";"F";"unknown";"15";"Third";"Queenstown";1043;0;0;7.75;"Yes"
"range19 [14.537 - 15.335]";"F";"unknown";"0";"Third";"Cherbourg";1050;0;0;7.225;"Yes"
"range2 [0.965 - 1.763]";"F";"unknown";"0";"Third";"Cherbourg";1051;0;2;15.7417;"Yes"
"range24 [18.528 - 19.327]";"F";"unknown";"0";"Third";"Cherbourg";1053;1;1;15.7417;"Yes"
"range18 [13.738 - 14.537]";"F";"unknown";"0";"Third";"Cherbourg";1060;1;0;11.2417;"Yes"
"range23 [17.730 - 18.528]";"F";"unknown";"0";"Third";"Southampton";1063;0;0;7.775;"Yes"
"range33 [25.713 - 26.512]";"F";"unknown";"13";"Third";"Southampton";1064;0;0;7.8542;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"13";"Third";"Southampton";1070;0;0;7.75;"Yes"
"range28 [21.722 - 22.520]";"F";"unknown";"0";"Third";"Southampton";1082;0;0;7.775;"Yes"
"range39 [30.503 - 31.302]";"F";"unknown";"0";"Third";"Southampton";1097;0;0;8.6833;"Yes"
"range27 [20.923 - 21.722]";"F";"unknown";"0";"Third";"Southampton";1185;0;0;7.65;"Yes"
"range2 [0.965 - 1.763]";"F";"G6";"13";"Third";"Southampton";1190;1;1;16.7;"Yes"
"range30 [23.318 - 24.117]";"F";"G6";"13";"Third";"Southampton";1191;0;2;16.7;"Yes"
"range5 [3.360 - 4.158]";"F";"G6";"13";"Third";"Southampton";1192;1;1;16.7;"Yes"
"range23 [17.730 - 18.528]";"F";"unknown";"16";"Third";"Southampton";1208;0;0;7.4958;"Yes"
"range29 [22.520 - 23.318]";"F";"unknown";"0";"Third";"Southampton";1226;0;0;7.55;"Yes"
"range20 [15.335 - 16.133]";"F";"unknown";"14";"Third";"Cherbourg";1247;1;1;8.5167;"Yes"
"range12 [8.948 - 9.747]";"F";"unknown";"0";"Third";"Cherbourg";1260;1;1;15.2458;"Yes"
"range37 [28.907 - 29.705]";"F";"unknown";"0";"Third";"Cherbourg";1261;0;2;15.2458;"Yes"
"range23 [17.730 - 18.528]";"F";"unknown";"15";"Third";"Southampton";1263;0;0;9.8417;"Yes"
"range79 [62.437 - 63.235]";"F";"unknown";"15";"Third";"Southampton";1264;0;0;9.5875;"Yes"
"range48 [37.688 - 38.487]";"F";"unknown";"0";"Third";"Cherbourg";1289;0;0;7.2292;"Yes"
"range59 [46.470 - 47.268]";"F";"unknown";"0";"Third";"Southampton";1293;1;0;7.0;"Yes"
"range19 [14.537 - 15.335]";"F";"unknown";"0";"Third";"Cherbourg";1303;1;0;14.4542;"Yes"
"range1 [-? - 0.965]";"M";"C22 C26";"11";"First";"Southampton";3;1;2;151.55;"Yes"
"range60 [47.268 - 48.067]";"M";"E12";"3";"First";"Southampton";7;0;0;26.55;"Yes"
"range100 [79.202 - ?]";"M";"A23";"0";"First";"Southampton";16;0;0;30.0;"Yes"
"range47 [36.890 - 37.688]";"M";"D35";"5";"First";"Southampton";22;1;1;52.5542;"Yes"
"range33 [25.713 - 26.512]";"M";"C148";"5";"First";"Cherbourg";24;0;0;30.0;"Yes"
"range32 [24.915 - 25.713]";"M";"B49";"7";"First";"Cherbourg";28;1;0;91.0792;"Yes"
"range35 [27.310 - 28.108]";"M";"C52";"0";"First";"Southampton";31;0;0;26.55;"Yes"
"range50 [39.285 - 40.083]";"M";"A31";"7";"First";"Cherbourg";33;0;0;31.0;"Yes"
"range53 [41.680 - 42.478]";"M";"E24";"5";"First";"Southampton";49;0;0;26.2875;"Yes"
"range45 [35.293 - 36.092]";"M";"B51 B53 B55";"3";"First";"Cherbourg";51;0;1;512.3292;"Yes"
"range14 [10.545 - 11.343]";"M";"B96 B98";"4";"First";"Southampton";56;1;2;120.0;"Yes"
"range45 [35.293 - 36.092]";"M";"B96 B98";"0";"First";"Southampton";58;1;2;120.0;"Yes"
"range34 [26.512 - 27.310]";"M";"E8";"5";"First";"Southampton";66;1;0;53.1;"Yes"
"range57 [44.873 - 45.672]";"M";"A9";"7";"First";"Cherbourg";70;0;0;29.7;"Yes"
"range64 [50.462 - 51.260]";"M";"E17";"5 9";"First";"Southampton";88;0;0;26.55;"Yes"
"range34 [26.512 - 27.310]";"M";"unknown";"3";"First";"Southampton";89;0;0;30.5;"Yes"
"range39 [30.503 - 31.302]";"M";"B20";"3";"First";"Southampton";93;1;0;57.0;"Yes"
"range67 [52.857 - 53.655]";"M";"A34";"13";"First";"Southampton";95;1;1;81.8583;"Yes"
"range5 [3.360 - 4.158]";"M";"A34";"5";"First";"Southampton";96;0;2;81.8583;"Yes"
"range62 [48.865 - 49.663]";"M";"A20";"1";"First";"Cherbourg";102;1;0;56.9292;"Yes"
"range45 [35.293 - 36.092]";"M";"E25";"5";"First";"Southampton";111;0;0;26.3875;"Yes"
"range63 [49.663 - 50.462]";"M";"unknown";"5";"First";"Southampton";121;2;0;133.65;"Yes"
"range54 [42.478 - 43.277]";"M";"D40";"5";"First";"Cherbourg";122;1;0;27.7208;"Yes"
"range75 [59.243 - 60.042]";"M";"B41";"5";"First";"Cherbourg";125;1;1;79.2;"Yes"
"range62 [48.865 - 49.663]";"M";"C92";"5";"First";"Cherbourg";135;1;0;89.1042;"Yes"
"range67 [52.857 - 53.655]";"M";"C51";"0";"First";"Cherbourg";138;0;0;28.5;"Yes"
"range29 [22.520 - 23.318]";"M";"D10 D12";"7";"First";"Cherbourg";142;0;1;63.3583;"Yes"
"range32 [24.915 - 25.713]";"M";"E50";"5";"First";"Cherbourg";145;1;0;55.4417;"Yes"
"range60 [47.268 - 48.067]";"M";"D33";"3";"First";"Cherbourg";147;1;0;76.7292;"Yes"
"range34 [26.512 - 27.310]";"M";"D49";"3";"First";"Cherbourg";153;0;0;76.7292;"Yes"
"range44 [34.495 - 35.293]";"M";"unknown";"15";"First";"Cherbourg";166;0;0;26.55;"Yes"
"range48 [37.688 - 38.487]";"M";"C93";"0";"First";"Southampton";167;1;0;90.0;"Yes"
"range62 [48.865 - 49.663]";"M";"B52 B54 B56";"0";"First";"Southampton";172;0;0;0.0;"Yes"
"range53 [41.680 - 42.478]";"M";"D19";"5";"First";"Southampton";179;1;0;52.5542;"Yes"
"range44 [34.495 - 35.293]";"M";"B101";"3";"First";"Cherbourg";185;0;0;512.3292;"Yes"
"range45 [35.293 - 36.092]";"M";"E25";"7";"First";"Southampton";204;0;0;26.2875;"Yes"
"range38 [29.705 - 30.503]";"M";"C78";"11";"First";"Cherbourg";211;1;0;57.75;"Yes"
"range65 [51.260 - 52.058]";"M";"C104";"6";"First";"Southampton";233;0;0;30.5;"Yes"
"range57 [44.873 - 45.672]";"M";"unknown";"9";"First";"Southampton";242;0;0;26.55;"Yes"
"range17 [12.940 - 13.738]";"M";"B57 B59 B63 B66";"4";"First";"Cherbourg";251;2;2;262.375;"Yes"
"range43 [33.697 - 34.495]";"M";"unknown";"7";"First";"Southampton";261;0;0;26.55;"Yes"
"range44 [34.495 - 35.293]";"M";"E24";"5";"First";"Southampton";263;0;0;26.2875;"Yes"
"range70 [55.252 - 56.050]";"M";"A26";"3";"First";"Cherbourg";266;0;0;35.5;"Yes"
"range35 [27.310 - 28.108]";"M";"A6";"7";"First";"Southampton";267;0;0;35.5;"Yes"
"range30 [23.318 - 24.117]";"M";"B45";"7";"First";"Southampton";273;1;0;82.2667;"Yes"
"range8 [5.755 - 6.553]";"M";"E34";"3";"First";"Cherbourg";275;0;2;134.5;"Yes"
"range57 [44.873 - 45.672]";"M";"E34";"3";"First";"Cherbourg";276;1;1;134.5;"Yes"
"range40 [31.302 - 32.100]";"M";"B50";"3";"First";"Cherbourg";280;0;0;30.5;"Yes"
"range68 [53.655 - 54.453]";"M";"C116";"1";"First";"Cherbourg";282;1;0;55.4417;"Yes"
"range60 [47.268 - 48.067]";"M";"C126";"5 7";"First";"Southampton";294;1;0;52.0;"Yes"
"range22 [16.932 - 17.730]";"M";"C70";"0";"First";"Cherbourg";297;0;2;110.8833;"Yes"
"range39 [30.503 - 31.302]";"M";"C53";"7";"First";"Cherbourg";300;0;0;28.5375;"Yes"
"range27 [20.923 - 21.722]";"M";"unknown";"0";"First";"Cherbourg";319;0;1;61.3792;"Yes"
"range40 [31.302 - 32.100]";"M";"unknown";"13";"Second";"Southampton";338;1;0;26.0;"Yes"
"range2 [0.965 - 1.763]";"M";"F4";"11";"Second";"Southampton";341;2;1;39.0;"Yes"
"range43 [33.697 - 34.495]";"M";"D56";"13";"Second";"Southampton";345;0;0;13.0;"Yes"
"range1 [-? - 0.965]";"M";"unknown";"13";"Second";"Southampton";361;0;2;29.0;"Yes"
"range33 [25.713 - 26.512]";"M";"unknown";"13";"Second";"Southampton";362;1;1;29.0;"Yes"
"range30 [23.318 - 24.117]";"M";"unknown";"9";"Second";"Southampton";378;0;0;10.5;"Yes"
"range10 [7.352 - 8.150]";"M";"unknown";"14";"Second";"Southampton";387;1;1;36.75;"Yes"
"range10 [7.352 - 8.150]";"M";"unknown";"10";"Second";"Southampton";400;0;2;32.5;"Yes"
"range1 [-? - 0.965]";"M";"unknown";"4";"Second";"Southampton";429;1;1;14.5;"Yes"
"range78 [61.638 - 62.437]";"M";"unknown";"15";"Second";"Southampton";434;0;0;10.5;"Yes"
"range53 [41.680 - 42.478]";"M";"unknown";"10";"Second";"Southampton";456;0;0;13.0;"Yes"
"range2 [0.965 - 1.763]";"M";"unknown";"10";"Second";"Cherbourg";494;0;2;37.0042;"Yes"
"range24 [18.528 - 19.327]";"M";"unknown";"0";"Second";"Southampton";505;0;0;10.5;"Yes"
"range3 [1.763 - 2.562]";"M";"F2";"0";"Second";"Southampton";516;1;1;26.0;"Yes"
"range4 [2.562 - 3.360]";"M";"F2";"0";"Second";"Southampton";517;1;1;26.0;"Yes"
"range25 [19.327 - 20.125]";"M";"D38";"7";"Second";"Cherbourg";522;0;0;13.8625;"Yes"
"range28 [21.722 - 22.520]";"M";"unknown";"13";"Second";"Southampton";525;0;0;10.5;"Yes"
"range37 [28.907 - 29.705]";"M";"unknown";"9";"Second";"Cherbourg";528;0;0;13.8583;"Yes"
"range38 [29.705 - 30.503]";"M";"unknown";"14";"Second";"Cherbourg";540;0;0;12.7375;"Yes"
"range1 [-? - 0.965]";"M";"unknown";"4";"Second";"Southampton";550;1;1;18.75;"Yes"
"range4 [2.562 - 3.360]";"M";"unknown";"4";"Second";"Southampton";551;1;1;18.75;"Yes"
"range3 [1.763 - 2.562]";"M";"unknown";"14";"Second";"Southampton";590;1;1;23.0;"Yes"
"range39 [30.503 - 31.302]";"M";"unknown";"9";"Second";"Southampton";599;0;0;13.0;"Yes"
"range32 [24.915 - 25.713]";"M";"F G63";"0";"Third";"Southampton";608;0;0;7.65;"Yes"
"range25 [19.327 - 20.125]";"M";"unknown";"15";"Third";"Southampton";609;0;0;7.925;"Yes"
"range1 [-? - 0.965]";"M";"unknown";"11";"Third";"Southampton";614;0;1;9.35;"Yes"
"range33 [25.713 - 26.512]";"M";"unknown";"15";"Third";"Cherbourg";616;0;0;18.7875;"Yes"
"range34 [26.512 - 27.310]";"M";"unknown";"0";"Third";"Southampton";633;0;0;7.7958;"Yes"
"range4 [2.562 - 3.360]";"M";"unknown";"15";"Third";"Southampton";644;4;2;31.3875;"Yes"
"range29 [22.520 - 23.318]";"M";"unknown";"13";"Third";"Southampton";648;0;0;7.7958;"Yes"
"range25 [19.327 - 20.125]";"M";"unknown";"15";"Third";"Cherbourg";667;0;0;7.2292;"Yes"
"range40 [31.302 - 32.100]";"M";"unknown";"0";"Third";"Southampton";677;0;0;56.4958;"Yes"
"range27 [20.923 - 21.722]";"M";"unknown";"13";"Third";"Queenstown";696;0;0;7.8208;"Yes"
"range40 [31.302 - 32.100]";"M";"unknown";"0";"Third";"Southampton";717;0;0;56.4958;"Yes"
"range23 [17.730 - 18.528]";"M";"unknown";"12";"Third";"Southampton";722;0;0;8.05;"Yes"
"range12 [8.948 - 9.747]";"M";"unknown";"2";"Third";"Southampton";736;1;1;15.9;"Yes"
"range4 [2.562 - 3.360]";"M";"unknown";"2";"Third";"Southampton";737;1;1;15.9;"Yes"
"range57 [44.873 - 45.672]";"M";"unknown";"15";"Third";"Southampton";745;0;0;8.05;"Yes"
"range37 [28.907 - 29.705]";"M";"unknown";"13 15 0";"Third";"Queenstown";749;0;0;7.75;"Yes"
"range46 [36.092 - 36.890]";"M";"unknown";"15";"Third";"Southampton";761;1;0;17.4;"Yes"
"range38 [29.705 - 30.503]";"M";"unknown";"11";"Third";"Southampton";763;0;0;9.5;"Yes"
"range2 [0.965 - 1.763]";"M";"unknown";"10";"Third";"Southampton";765;1;2;20.575;"Yes"
"range24 [18.528 - 19.327]";"M";"unknown";"0";"Third";"Southampton";780;0;0;8.05;"Yes"
"range30 [23.318 - 24.117]";"M";"unknown";"0";"Third";"Southampton";786;0;0;7.55;"Yes"
"range12 [8.948 - 9.747]";"M";"unknown";"0 0";"Third";"Southampton";823;0;2;20.525;"Yes"
"range34 [26.512 - 27.310]";"M";"unknown";"15";"Third";"Southampton";860;0;0;6.975;"Yes"
"range37 [28.907 - 29.705]";"M";"unknown";"15";"Third";"Cherbourg";883;0;0;7.8958;"Yes"
"range27 [20.923 - 21.722]";"M";"unknown";"0";"Third";"Southampton";884;0;0;7.7958;"Yes"
"range33 [25.713 - 26.512]";"M";"unknown";"15";"Third";"Southampton";892;0;0;7.775;"Yes"
"range5 [3.360 - 4.158]";"M";"unknown";"15";"Third";"Southampton";897;1;1;11.1333;"Yes"
"range40 [31.302 - 32.100]";"M";"unknown";"15";"Third";"Southampton";908;0;0;7.8542;"Yes"
"range40 [31.302 - 32.100]";"M";"unknown";"15";"Third";"Southampton";912;0;0;7.925;"Yes"
"range27 [20.923 - 21.722]";"M";"unknown";"13";"Third";"Southampton";916;0;0;7.7958;"Yes"
"range49 [38.487 - 39.285]";"M";"unknown";"15";"Third";"Cherbourg";920;0;1;13.4167;"Yes"
"range37 [28.907 - 29.705]";"M";"unknown";"2";"Third";"Southampton";938;3;1;22.025;"Yes"
"range32 [24.915 - 25.713]";"M";"F E57";"10";"Third";"Cherbourg";944;0;0;7.2292;"Yes"
"range33 [25.713 - 26.512]";"M";"unknown";"14";"Third";"Southampton";952;0;0;56.4958;"Yes"
"range28 [21.722 - 22.520]";"M";"unknown";"6";"Third";"Cherbourg";956;0;0;7.225;"Yes"
"range25 [19.327 - 20.125]";"M";"unknown";"15";"Third";"Southampton";973;1;0;7.925;"Yes"
"range34 [26.512 - 27.310]";"M";"unknown";"15";"Third";"Southampton";981;0;0;8.6625;"Yes"
"range40 [31.302 - 32.100]";"M";"unknown";"15";"Third";"Southampton";984;0;0;7.5792;"Yes"
"range30 [23.318 - 24.117]";"M";"unknown";"13";"Third";"Southampton";988;0;0;7.1417;"Yes"
"range27 [20.923 - 21.722]";"M";"unknown";"15";"Third";"Southampton";1020;0;0;7.775;"Yes"
"range8 [5.755 - 6.553]";"M";"E121";"14";"Third";"Southampton";1028;0;1;12.475;"Yes"
"range25 [19.327 - 20.125]";"M";"unknown";"0";"Third";"Cherbourg";1052;1;1;15.7417;"Yes"
"range15 [11.343 - 12.142]";"M";"unknown";"0";"Third";"Cherbourg";1059;1;0;11.2417;"Yes"
"range49 [38.487 - 39.285]";"M";"unknown";"9";"Third";"Southampton";1067;0;0;7.925;"Yes"
"range12 [8.948 - 9.747]";"M";"unknown";"13";"Third";"Southampton";1085;0;1;3.1708;"Yes"
"range40 [31.302 - 32.100]";"M";"unknown";"0";"Third";"Southampton";1091;0;0;7.775;"Yes"
"range32 [24.915 - 25.713]";"M";"unknown";"15";"Third";"Southampton";1123;1;0;7.775;"Yes"
"range40 [31.302 - 32.100]";"M";"E10";"9";"Third";"Southampton";1134;0;0;8.05;"Yes"
"range32 [24.915 - 25.713]";"M";"unknown";"11";"Third";"Southampton";1193;0;0;9.5;"Yes"
"range37 [28.907 - 29.705]";"M";"unknown";"11";"Third";"Southampton";1199;0;0;9.5;"Yes"
"range39 [30.503 - 31.302]";"M";"unknown";"9";"Third";"Southampton";1231;0;0;7.925;"Yes"
"range20 [15.335 - 16.133]";"M";"unknown";"0";"Third";"Southampton";1235;0;0;8.05;"Yes"
"range55 [43.277 - 44.075]";"M";"unknown";"15";"Third";"Southampton";1236;0;0;7.925;"Yes"
"range18 [13.738 - 14.537]";"M";"unknown";"13";"Third";"Southampton";1239;0;0;9.225;"Yes"
"range32 [24.915 - 25.713]";"M";"unknown";"13 15";"Third";"Southampton";1241;0;0;7.7958;"Yes"
"range1 [-? - 0.965]";"M";"unknown";"16";"Third";"Cherbourg";1243;0;1;8.5167;"Yes"
"range32 [24.915 - 25.713]";"M";"unknown";"15";"Third";"Southampton";1257;0;0;0.0;"Yes"
"range9 [6.553 - 7.352]";"M";"unknown";"0";"Third";"Cherbourg";1259;1;1;15.2458;"Yes"
"range28 [21.722 - 22.520]";"M";"unknown";"13 15";"Third";"Cherbourg";1280;0;0;7.225;"Yes"
